stars,negative,-5.236441962829949
for,negative,-5.236441962829949
appetizers,negative,-5.236441962829949
cocktails,negative,-5.236441962829949
handmade,negative,-5.236441962829949
drink,negative,-5.236441962829949
empty,negative,-5.236441962829949
he,negative,-5.236441962829949
some,negative,-5.236441962829949
really,negative,-5.236441962829949
suggestions,negative,-5.236441962829949
wow,positive,-5.150397236471415
crust,positive,-5.150397236471415
is,positive,-5.150397236471415
not,positive,-4.23410650459726
good,positive,-5.150397236471415
tasty,positive,-5.150397236471415
and,positive,-4.23410650459726
the,positive,-3.278595059569823
texture,positive,-5.150397236471415
was,positive,-3.6463198396951406
just,positive,-5.150397236471415
nasty,positive,-5.150397236471415
now,positive,-5.150397236471415
i,positive,-3.8976342679760467
am,positive,-5.150397236471415
getting,positive,-5.150397236471415
angry,positive,-5.150397236471415
want,positive,-5.150397236471415
my,positive,-5.150397236471415
damn,positive,-5.150397236471415
pho,positive,-5.150397236471415
honeslty,positive,-5.150397236471415
it,positive,-4.74493212836325
didn,positive,-5.150397236471415
t,positive,-5.150397236471415
taste,positive,-4.74493212836325
that,positive,-4.74493212836325
fresh,positive,-5.150397236471415
potatoes,positive,-5.150397236471415
were,positive,-4.74493212836325
like,positive,-4.23410650459726
rubber,positive,-5.150397236471415
you,positive,-5.150397236471415
could,positive,-5.150397236471415
tell,positive,-5.150397236471415
they,positive,-5.150397236471415
had,positive,-4.457250055911469
been,positive,-5.150397236471415
made,positive,-4.74493212836325
up,positive,-4.74493212836325
ahead,positive,-5.150397236471415
of,positive,-4.74493212836325
time,positive,-5.150397236471415
being,positive,-4.74493212836325
kept,positive,-5.150397236471415
under,positive,-5.150397236471415
a,positive,-4.23410650459726
warmer,positive,-5.150397236471415
would,positive,-5.150397236471415
go,positive,-4.74493212836325
back,positive,-5.150397236471415
cashier,positive,-5.150397236471415
no,positive,-4.74493212836325
care,positive,-5.150397236471415
what,positive,-4.74493212836325
so,positive,-5.150397236471415
ever,positive,-5.150397236471415
on,positive,-5.150397236471415
to,positive,-4.23410650459726
say,positive,-4.74493212836325
still,positive,-5.150397236471415
ended,positive,-5.150397236471415
wayyy,positive,-5.150397236471415
overpriced,positive,-5.150397236471415
disgusted,positive,-5.150397236471415
because,positive,-4.74493212836325
pretty,positive,-5.150397236471415
sure,positive,-5.150397236471415
human,positive,-5.150397236471415
hair,positive,-5.150397236471415
shocked,positive,-5.150397236471415
signs,positive,-5.150397236471415
indicate,positive,-5.150397236471415
cash,positive,-5.150397236471415
only,positive,-5.150397236471415
waitress,positive,-5.150397236471415
little,positive,-5.150397236471415
slow,positive,-5.150397236471415
in,positive,-5.150397236471415
service,positive,-4.74493212836325
did,positive,-5.150397236471415
at,positive,-5.150397236471415
all,positive,-5.150397236471415
burrittos,positive,-5.150397236471415
blah,positive,-5.150397236471415
worst,positive,-5.150397236471415
salmon,positive,-5.150397236471415
sashimi,positive,-5.150397236471415
this,positive,-5.150397236471415
final,positive,-5.150397236471415
blow,positive,-5.150397236471415
sucks,positive,-5.150397236471415
turkey,positive,-5.150397236471415
roast,positive,-5.150397236471415
beef,positive,-5.150397236471415
bland,positive,-5.150397236471415
pan,positive,-5.150397236471415
cakes,positive,-5.150397236471415
everyone,positive,-5.150397236471415
are,positive,-5.150397236471415
raving,positive,-5.150397236471415
about,positive,-5.150397236471415
sugary,positive,-5.150397236471415
disaster,positive,-5.150397236471415
tailored,positive,-5.150397236471415
palate,positive,-5.150397236471415
six,positive,-5.150397236471415
year,positive,-5.150397236471415
old,positive,-5.150397236471415
poor,positive,-5.150397236471415
batter,positive,-5.150397236471415
meat,positive,-5.150397236471415
ratio,positive,-5.150397236471415
chicken,positive,-5.150397236471415
tenders,positive,-5.150397236471415
very,positive,-5.150397236471415
unsatisfying,positive,-5.150397236471415
bye,positive,-4.74493212836325
your,positive,-5.150397236471415
tip,positive,-5.150397236471415
lady,positive,-5.150397236471415
we,positive,-5.150397236471415
ll,positive,-5.150397236471415
never,positive,-5.150397236471415
again,positive,-5.150397236471415
loved,positive,-5.84354441703136
place,positive,-5.84354441703136
stopped,positive,-5.84354441703136
by,positive,-5.84354441703136
during,positive,-5.84354441703136
late,positive,-5.84354441703136
may,positive,-5.84354441703136
bank,positive,-5.84354441703136
holiday,positive,-5.84354441703136
off,positive,-5.84354441703136
rick,positive,-5.84354441703136
steve,positive,-5.84354441703136
recommendation,positive,-5.84354441703136
selection,positive,-5.84354441703136
menu,positive,-5.84354441703136
great,positive,-5.84354441703136
prices,positive,-5.84354441703136
fries,positive,-5.84354441703136
too,positive,-5.84354441703136
touch,positive,-5.84354441703136
prompt,positive,-5.84354441703136
highly,positive,-5.84354441703136
recommended,positive,-5.84354441703136
also,positive,-5.84354441703136
cute,positive,-5.84354441703136
best,positive,-5.84354441703136
tacos,positive,-5.84354441703136
town,positive,-5.84354441703136
far,positive,-5.84354441703136
performed,positive,-5.84354441703136
s,positive,-5.84354441703136
right,positive,-5.84354441703136
red,positive,-5.84354441703136
velvet,positive,-5.84354441703136
cake,positive,-5.84354441703136
ohhh,positive,-5.84354441703136
stuff,positive,-5.84354441703136
found,positive,-5.84354441703136
accident,positive,-5.84354441703136
be,positive,-5.84354441703136
happier,positive,-5.84354441703136
each,positive,-5.84354441703136
day,positive,-5.84354441703136
week,positive,-5.84354441703136
have,positive,-5.84354441703136
different,positive,-5.84354441703136
deal,positive,-5.84354441703136
delicious,positive,-5.84354441703136
ample,positive,-5.84354441703136
portions,positive,-5.84354441703136
first,positive,-5.84354441703136
visit,positive,-5.84354441703136
hiro,positive,-5.84354441703136
delight,positive,-5.84354441703136
their,positive,-5.84354441703136
chow,positive,-5.84354441703136
mein,positive,-5.84354441703136
portion,positive,-5.84354441703136
huge,positive,-5.84354441703136
receives,positive,-5.84354441703136
stars,positive,-5.84354441703136
for,positive,-5.84354441703136
appetizers,positive,-5.84354441703136
cocktails,positive,-5.84354441703136
handmade,positive,-5.84354441703136
drink,positive,-5.84354441703136
empty,positive,-5.84354441703136
he,positive,-5.84354441703136
some,positive,-5.84354441703136
really,positive,-5.84354441703136
suggestions,positive,-5.84354441703136
